City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kununurra,-15.7667,128.7333,299.14,69,16,0.0,AU,1730060423
364,antonio enes,-16.2325,39.9086,299.21,76,0,6.51,MZ,1730060424
365,sept-iles,50.2001,-66.3821,276.51,57,20,6.17,CA,1730060226
366,shalkar,47.8288,59.6258,276.93,75,15,6.0,KZ,1730060426
367,sung noen,14.8992,101.8207,296.13,98,99,1.55,TH,1730060427
368,pelabuhanratu,-6.9875,106.5514,299.6,85,28,1.24,ID,1730060428
369,acajutla,13.5928,-89.8275,304.51,60,37,3.1,SV,1730060430
370,sola,-13.8833,167.55,299.3,84,100,7.91,VU,1730060431
371,linqiong,30.4159,103.4609,288.69,76,4,1.16,CN,1730060432
372,kone,-21.0595,164.8658,296.85,74,64,1.53,NC,1730060433
373,pingliang,35.5392,106.6861,280.76,71,0,1.39,CN,1730060434
374,puerto baquerizo moreno,-0.9,-89.6,297.7,69,40,6.17,EC,1730060435
375,roma,43.2128,-75.4557,283.53,55,75,5.66,US,1730060437
376,longquan,24.6719,102.1613,285.9,92,7,1.44,CN,1730060438
377,almenara,-16.1836,-40.6944,301.05,49,100,1.45,BR,1730060270
378,monroe,43.1501,-77.6831,284.79,57,75,6.17,US,1730060441
379,nova sintra,14.8667,-24.7167,300.35,77,100,7.47,CV,1730060442
380,zouerate,22.7187,-12.4521,295.83,32,22,3.43,MR,1730060443
381,tataouine,32.9297,10.4518,296.79,36,37,1.88,TN,1730060445
382,at taraf,25.3628,49.725,296.45,50,0,3.93,SA,1730060446
383,barra do garcas,-15.89,-52.2567,302.47,70,75,4.12,BR,1730060447
384,flying fish cove,-10.4217,105.6791,297.97,83,75,4.12,CX,1730060448
385,bowling green,36.9903,-86.4436,295.11,24,0,2.57,US,1730060349
386,jianshui,23.6363,102.8264,284.64,93,0,2.4,CN,1730060450
387,n'dalatando,-9.2978,14.9116,296.14,73,85,3.2,AO,1730060451
388,dauphin,51.1494,-100.0502,282.23,57,0,7.2,CA,1730060453
389,oyem,1.5995,11.5793,294.15,99,100,0.64,GA,1730060227
390,prince rupert,54.3161,-130.3201,282.2,81,100,5.66,CA,1730060456
391,lampazos de naranjo,27.0167,-100.5167,305.07,29,0,3.94,MX,1730060457
392,malango,-2.9627,119.9001,291.33,88,13,1.1,ID,1730060458
393,dapa,9.7594,126.0531,300.91,78,100,9.66,PH,1730060460
394,piti village,13.4626,144.6933,299.64,93,100,0.0,GU,1730060461
395,salekhard,66.53,66.6019,268.27,92,54,3.48,RU,1730060316
396,machiques,10.0644,-72.545,304.89,66,100,3.2,VE,1730060463
397,chernyshevskiy,63.0128,112.4714,264.57,98,100,1.12,RU,1730060464
398,qui nhon,13.7667,109.2333,295.02,95,100,1.86,VN,1730060465
399,jumla,29.2747,82.1838,282.54,87,1,1.76,NP,1730060466
400,bluefields,12.0137,-83.7635,301.19,89,40,2.06,NI,1730060468
401,ouadda,8.0777,22.4007,295.19,81,99,1.44,CF,1730060469
402,ati,13.2154,18.3353,304.54,16,100,5.12,TD,1730060470
403,juneau,58.3019,-134.4197,278.15,97,75,2.06,US,1730060471
404,palikir - national government center,6.9248,158.1611,297.56,88,20,1.54,FM,1730060472
405,jeddah,21.5169,39.2192,303.07,62,0,1.54,SA,1730060473
406,ryl'sk,51.5655,34.6822,279.4,79,7,2.99,RU,1730060475
407,pontianak,-0.0333,109.3333,298.14,100,0,1.03,ID,1730060476
408,brookings,44.3114,-96.7984,291.51,42,0,4.12,US,1730060477
409,sabha,27.0377,14.4283,295.4,23,23,4.66,LY,1730060478
410,spanish wells,26.323,-81.7957,302.14,50,20,3.6,US,1730060479
411,cadale,2.7603,46.3222,298.96,88,86,3.66,SO,1730060480
412,okha,53.5739,142.9478,271.96,84,91,2.71,RU,1730060481
413,argo,37.6333,22.7333,288.92,51,0,1.56,GR,1730060482
414,chabahar,25.2919,60.643,301.39,78,0,5.19,IR,1730060484
415,alliance,40.9153,-81.1059,285.87,43,14,1.44,US,1730060485
416,arraial do cabo,-22.9661,-42.0278,296.13,73,75,2.57,BR,1730060486
417,tangier,35.7806,-5.8137,287.79,72,97,1.54,MA,1730060487
418,auki,-8.7676,160.7034,299.47,86,97,1.51,SB,1730060488
419,shihezi,44.3,86.0333,283.8,61,46,1.09,CN,1730060254
420,bandon,51.7469,-8.7425,286.92,97,100,6.27,IE,1730060490
421,ramstein-miesenbach,49.45,7.55,284.32,95,0,0.0,DE,1730060492
422,vila velha,-20.3297,-40.2925,297.12,85,100,10.28,BR,1730060414
423,timimoun,29.2639,0.231,298.36,22,0,4.63,DZ,1730060494
424,dubinino,55.6192,89.0911,277.89,78,100,5.47,RU,1730060495
425,hasaki,35.7333,140.8333,293.68,96,100,5.4,JP,1730060496
426,port macquarie,-31.4333,152.9167,287.72,85,6,2.67,AU,1730060497
427,aioun,16.6614,-9.6149,305.83,18,100,4.31,MR,1730060500
428,ciudad lazaro cardenas,17.9583,-102.2,304.07,58,0,3.51,MX,1730060501
429,xilin hot,43.9667,116.0333,275.09,64,45,2.34,CN,1730060502
430,hakui,36.8833,136.7833,288.85,93,100,4.08,JP,1730060503
431,bol,13.4586,14.7147,301.62,43,6,3.75,TD,1730060504
432,bozeman,45.6796,-111.0386,295.49,18,0,8.75,US,1730060505
433,port saint john's,-31.6229,29.5448,291.9,82,51,3.41,ZA,1730060506
434,pathein,16.7833,94.7333,297.63,87,93,3.05,MM,1730060508
435,ducheng,23.2373,111.5317,291.42,75,78,1.81,CN,1730060509
436,poyang,28.9924,116.6675,289.32,91,100,4.12,CN,1730060430
437,mount isa,-20.7333,139.5,297.02,17,6,4.12,AU,1730060511
438,thames,-37.1333,175.5333,287.27,69,56,5.28,NZ,1730060512
439,illizi,26.4833,8.4667,301.11,22,50,0.93,DZ,1730060513
440,pitkyaranta,61.5734,31.4792,279.97,93,61,6.06,RU,1730060516
441,saint-louis,16.3333,-15.0,306.04,17,99,4.54,SN,1730060517
442,essaouira,31.5125,-9.77,291.87,72,0,4.63,MA,1730060518
443,sao jose da coroa grande,-8.8978,-35.1478,299.75,76,9,3.58,BR,1730060519
444,nizhnyaya poyma,56.1622,97.1933,276.06,98,100,1.58,RU,1730060520
445,le grau-du-roi,43.5388,4.1356,289.14,94,75,2.57,FR,1730060521
446,petropavlovsk-kamchatsky,53.0452,158.6483,272.48,59,75,2.0,RU,1730060522
447,el hed,36.65,4.7736,290.55,96,65,0.17,DZ,1730060523
448,ulubey,40.8721,37.7588,282.22,88,1,2.3,TR,1730060525
449,tostado,-29.232,-61.7692,302.03,27,5,0.45,AR,1730060526
450,cambria,35.5641,-121.0808,296.62,73,100,1.79,US,1730060527
451,nchelenge,-9.3451,28.734,294.0,87,100,3.45,ZM,1730060528
452,new norfolk,-42.7826,147.0587,281.32,69,31,3.74,AU,1730060529
453,turkestan,43.3333,68.25,282.93,62,100,7.43,KZ,1730060531
454,livingston,55.9029,-3.5226,283.35,88,75,4.12,GB,1730060532
455,swakopmund,-22.6833,14.5333,287.58,78,46,3.13,NA,1730060533
456,puerto deseado,-47.7503,-65.8938,289.29,32,44,9.34,AR,1730060460
457,yashan,22.1975,109.9419,293.98,69,82,4.41,CN,1730060535
458,klotze,52.6167,11.1667,283.47,93,19,3.29,DE,1730060536
459,keflavik,64.0049,-22.5624,274.39,69,0,1.54,IS,1730060537
460,dogondoutchi,13.6393,4.0287,303.56,14,1,3.88,NE,1730060539
461,kolosovka,56.4678,73.611,277.46,89,100,1.26,RU,1730060532
462,miguel alves,-4.1656,-42.8953,311.92,15,35,0.35,BR,1730060541
463,nea alikarnassos,35.3333,25.1667,289.97,82,20,3.09,GR,1730060542
464,lovington,32.944,-103.3485,304.28,19,0,2.68,US,1730060312
465,nuuk,64.1835,-51.7216,271.49,80,100,1.54,GL,1730060544
466,beira,-19.8436,34.8389,299.2,57,20,5.66,MZ,1730060545
467,soc trang,9.6033,105.98,297.73,95,100,3.41,VN,1730060352
468,nadym,65.5333,72.5167,270.32,97,100,2.87,RU,1730060548
469,lypova dolyna,50.5643,33.7979,279.92,77,5,3.16,UA,1730060550
470,tallahassee,30.4383,-84.2807,305.56,40,20,3.09,US,1730060458
471,bel ombre,-4.6167,55.4167,300.06,74,20,1.54,SC,1730060552
472,margate,51.3813,1.3862,284.65,89,74,4.95,GB,1730060554
473,mataram,-8.5833,116.1167,298.6,82,58,3.3,ID,1730060555
474,lake charles,30.2131,-93.2044,304.14,40,0,3.6,US,1730060556
475,ceeldheer,3.8488,47.1806,299.38,84,91,3.7,SO,1730060557
476,hami,42.8,93.45,284.79,36,0,4.01,CN,1730060559
477,al ghayzah,16.2079,52.176,300.48,71,89,2.85,YE,1730060560
478,peruibe,-24.32,-46.9983,293.42,78,100,3.21,BR,1730060553
479,addiet canna,11.2667,37.4833,288.23,86,55,1.97,ET,1730060562
480,saint-francois,46.4154,3.9054,288.53,88,0,1.54,FR,1730060563
481,edna,28.9786,-96.6461,306.45,49,0,4.17,US,1730060564
482,wewak,-3.5534,143.6268,298.34,89,57,2.8,PG,1730060565
483,hidden valley lake,38.808,-122.5583,292.1,76,74,1.79,US,1730060566
484,castillos,-34.1667,-53.8333,291.92,56,0,2.89,UY,1730060568
485,pacasmayo,-7.4006,-79.5714,293.59,73,62,7.52,PE,1730060569
486,ishigaki,24.3448,124.1572,298.22,94,53,3.6,JP,1730060570
487,cabedelo,-6.9811,-34.8339,300.52,75,16,5.05,BR,1730060571
488,merizo village,13.2658,144.6691,299.46,93,96,4.03,GU,1730060572
489,holualoa,19.6228,-155.9522,298.06,88,100,3.6,US,1730060573
490,gorom-gorom,14.4439,-0.2361,305.31,15,23,3.97,BF,1730060574
491,xiaoweizhai,26.1903,107.5125,286.87,72,100,2.76,CN,1730060576
492,muhos,64.808,25.9931,282.47,87,100,6.77,FI,1730060577
493,coyhaique,-45.5752,-72.0662,284.73,61,20,6.48,CL,1730060578
494,bakchar,57.0186,82.0711,276.09,98,100,2.25,RU,1730060579
495,erenhot,43.6475,111.9767,279.51,58,62,3.39,CN,1730060580
496,santa cruz,-17.8,-63.1667,302.18,51,75,3.6,BO,1730060354
497,fontanelas,38.8472,-9.4372,287.44,81,2,5.48,PT,1730060583
498,puerto palomas,31.7667,-107.6167,302.39,13,1,2.71,MX,1730060584
499,rafaela,-31.2503,-61.4867,299.81,21,84,1.34,AR,1730060302
500,seminole,28.7086,-81.2081,302.27,57,0,4.63,US,1730060332
501,labrador city,52.9463,-66.9114,271.58,76,100,31.74,CA,1730060414
502,yaya,56.206,86.44,278.15,93,100,4.4,RU,1730060475
503,kavieng,-2.5744,150.7967,301.28,79,54,7.04,PG,1730060589
504,akwatia,6.0402,-0.8088,297.01,96,100,0.93,GH,1730060590
505,yantongshan,43.2919,126.0094,272.97,84,5,2.01,CN,1730060592
506,yigo village,13.5361,144.8886,298.77,93,100,0.0,GU,1730060593
507,talakan,50.3167,130.3667,272.64,95,90,0.59,RU,1730060594
508,rio grande,-32.035,-52.0986,292.34,62,0,4.11,BR,1730060595
509,wisconsin rapids,44.3836,-89.8174,289.92,27,0,5.66,US,1730060596
510,perryton,36.4,-100.8027,299.37,40,5,7.09,US,1730060501
511,reggane,26.7158,0.1714,301.36,20,0,4.63,DZ,1730060599
512,pacific grove,36.6177,-121.9166,295.03,79,0,3.6,US,1730060600
513,comodoro rivadavia,-45.8667,-67.5,297.07,19,0,11.32,AR,1730060601
514,penaranda de bracamonte,40.9011,-5.2003,280.36,92,100,3.95,ES,1730060602
515,kailua-kona,19.6406,-155.9956,300.13,87,100,3.6,US,1730060603
516,"laikit, laikit ii (dimembe)",1.4792,124.9735,295.48,95,27,0.78,ID,1730060606
517,puerto madryn,-42.7692,-65.0385,299.99,12,1,7.23,AR,1730060607
518,kerikeri,-35.2268,173.9474,287.85,63,99,3.63,NZ,1730060608
519,bonthe,7.5264,-12.505,299.16,89,36,3.16,SL,1730060609
520,metkovic,43.0542,17.6483,289.75,88,31,0.86,HR,1730060610
521,miramichi,47.0043,-65.4654,278.3,35,76,4.42,CA,1730060611
522,ryotsu-minato,38.0833,138.4333,288.01,92,100,0.83,JP,1730060612
523,priozersk,61.0393,30.1291,282.09,86,100,4.2,RU,1730060614
524,kaura namoda,12.5898,6.5779,299.81,21,4,3.49,NG,1730060615
525,mari-turek,56.7895,49.6235,275.47,100,100,0.84,RU,1730060616
526,kadugli,11.0167,29.7167,298.38,25,18,2.16,SD,1730060382
527,bambanglipuro,-7.95,110.2833,299.08,82,100,2.64,ID,1730060618
528,gisborne,-38.6533,178.0042,287.35,53,1,6.18,NZ,1730060619
529,yuncheng,35.0231,110.9928,286.51,63,6,1.7,CN,1730060621
530,peterhead,57.5058,-1.7981,282.62,78,100,9.6,GB,1730060622
531,yinchuan,38.4681,106.2731,284.41,51,74,2.76,CN,1730060623
532,kabanjahe,3.1001,98.4908,289.79,98,100,1.65,ID,1730060624
533,pisco,-13.7,-76.2167,295.18,64,0,7.2,PE,1730060435
534,posto fiscal rolim de moura,-13.0833,-62.2667,302.6,65,100,1.24,BR,1730060626
535,yanchep,-31.55,115.6833,288.14,48,0,4.06,AU,1730060628
536,sinabang,2.4803,96.3801,299.27,83,100,1.42,ID,1730060629
537,zhigalovo,54.8097,105.1578,274.17,98,100,0.07,RU,1730060630
538,conception bay south,47.4999,-52.9981,280.78,79,7,7.99,CA,1730060631
539,carnarvon,-24.8667,113.6333,295.62,47,0,7.5,AU,1730060632
540,tamanrasset,22.785,5.5228,296.1,18,0,1.54,DZ,1730060633
541,lagunas,-5.2269,-75.6753,307.59,43,100,1.13,PE,1730060634
542,las palmas,28.4204,-14.0131,292.59,68,20,7.72,ES,1730060636
543,dahab,28.501,34.5134,300.07,39,0,4.97,EG,1730060637
544,el nido,11.1858,119.3956,298.79,97,81,5.41,PH,1730060638
545,labytnangi,66.6572,66.4183,268.03,91,33,3.17,RU,1730060639
546,port augusta,-32.5,137.7667,286.53,64,0,7.33,AU,1730060640
547,chifeng,42.2683,118.9636,278.3,59,0,2.32,CN,1730060641
548,fiambala,-27.6871,-67.6149,298.99,28,0,7.1,AR,1730060643
549,nova vicosa,-17.8919,-39.3719,300.05,68,63,5.04,BR,1730060644
550,lahij,13.1667,44.5833,298.65,74,12,3.04,YE,1730060645
551,kampong chhnang,12.1667,104.55,296.31,99,100,1.48,KH,1730060646
552,kabale,-1.2486,29.9899,288.45,91,100,1.25,UG,1730060648
553,alice springs,-23.7,133.8833,286.9,51,0,2.57,AU,1730060632
554,vila franca do campo,37.7167,-25.4333,292.38,99,92,3.28,PT,1730060650
555,novodvinsk,64.4165,40.8122,275.01,94,14,2.55,RU,1730060652
556,san martin,-33.081,-68.4681,302.16,22,0,3.57,AR,1730060653
557,ngama,11.7833,17.1667,303.87,23,98,3.71,TD,1730060654
558,cacapava do sul,-30.5122,-53.4914,294.89,55,0,1.54,BR,1730060655
559,puerto quijarro,-17.7833,-57.7667,305.2,49,61,1.85,BO,1730060657
560,kiunga,-6.1219,141.2906,295.72,99,91,0.81,PG,1730060659
561,mugia,43.1041,-9.2179,287.54,81,18,7.91,ES,1730060660
562,jayapura,-2.5333,140.7,298.81,93,51,2.12,ID,1730060661
563,nahrin,36.0649,69.1334,283.7,78,100,2.21,AF,1730060415
564,robore,-18.3333,-59.75,300.26,73,100,1.24,BO,1730060663
565,inhuma,-6.6683,-41.7078,309.06,17,0,3.37,BR,1730060664
566,roosevelt,33.9668,-103.4505,300.57,21,0,5.61,US,1730060665
567,sidi ifni,29.3797,-10.173,291.69,83,11,11.9,MA,1730060432
568,razole,16.4833,81.8333,296.97,85,3,1.01,IN,1730060668
569,carbonear,47.7332,-53.2148,280.38,76,6,8.85,CA,1730060669
570,bayanhongor,46.7167,100.1167,262.64,87,15,1.48,MN,1730060670
571,shenjiamen,29.9576,122.298,292.23,77,100,8.82,CN,1730060671
